_id,title,통검url3,통검노출,PDF 노출,비고
68d0f1fcd8b2ed02dfd9af2d,자진승모판막 치환술 후 뒤늦게 나타나는 기능성 삼첨판 폐쇄부전의 빈도 및 예측인자,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf210&query=자진승모판막 치환술 후 뒤늦게 나타나는 기능성 삼첨판 폐쇄부전의 빈도 및 예측인자,N,N,
68d0f1fcd8b2ed02dfd9af31,제2형 당뇨병환자의 말초신경병증 진단검사법으로 뉴로체크의 유용성,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf213&query=제2형 당뇨병환자의 말초신경병증 진단검사법으로 뉴로체크의 유용성,N,N,
68d0f1fcd8b2ed02dfd9af3f,2000년 보건소 공공근로 방문간호사업 평가,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf221&query=2000년 보건소 공공근로 방문간호사업 평가,N,N,
68d0f1fcd8b2ed02dfd9af4f,백서각막에 엑시머레이저 조사 후 각막상피 재생시 양막에 의한 laminin의 발현,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf228&query=백서각막에 엑시머레이저 조사 후 각막상피 재생시 양막에 의한 laminin의 발현,N,N,
68d0f1fcd8b2ed02dfd9af50,국내 대학병원 환자의 호흡기 검체에서 분리된 세균에 대한 Gatifloxacin의 시험관내 항균력,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf229&query=국내 대학병원 환자의 호흡기 검체에서 분리된 세균에 대한 Gatifloxacin의 시험관내 항균력,N,N,
68d0f1fcd8b2ed02dfd9af58,원발성 유두 갑상선암의 수술적 치료 후 측경부 전이 림프절에서 발생한 미분화 갑상선암 3예,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf234&query=원발성 유두 갑상선암의 수술적 치료 후 측경부 전이 림프절에서 발생한 미분화 갑상선암 3예,N,N,
68d0f1fcd8b2ed02dfd9af5f,상악동 거상술을 동반한 임플란트 식립 후 생존율에 대한 후향적 연구,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf238&query=상악동 거상술을 동반한 임플란트 식립 후 생존율에 대한 후향적 연구,N,N,
68d0f1fcd8b2ed02dfd9bb45,광전식 연기 감지기의 반응 특성 분석을 위한다중 산란 기반 광학 시뮬레이션 연구,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf245&query=광전식 연기 감지기의 반응 특성 분석을 위한다중 산란 기반 광학 시뮬레이션 연구,N,N,
68d0f1fcd8b2ed02dfd9bb5f,치은에 인접하여 발생한 Masson 혈관종 1예,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf246&query=치은에 인접하여 발생한 Masson 혈관종 1예,N,N,
68d0f1fcd8b2ed02dfd9c1ce,"자궁경부암 병기 IIB 환자에서 치료법에 따른 예후 비교 : 근치자궁절제술	 신보강화학요법 후 근치자궁절제술 및 동시화학방사선요법의 예후를 비교한 후향적 연구","https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf248&query=자궁경부암 병기 IIB 환자에서 치료법에 따른 예후 비교 : 근치자궁절제술	 신보강화학요법 후 근치자궁절제술 및 동시화학방사선요법의 예후를 비교한 후향적 연구",N,N,
68d0f1fcd8b2ed02dfd9c208,그레이브스병에 의해 재발한 폐고혈압 1예,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf253&query=그레이브스병에 의해 재발한 폐고혈압 1예,N,N,
68d0f1fcd8b2ed02dfd9c213,급성대동맥박리 가강으로 좌측 총장골동맥 폐색시흉부 대동맥 스텐트로 치료한 1예,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf254&query=급성대동맥박리 가강으로 좌측 총장골동맥 폐색시흉부 대동맥 스텐트로 치료한 1예,N,N,
68d0f1fcd8b2ed02dfd9c22e,만성 세균성 전립선염,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf256&query=만성 세균성 전립선염,N,N,
68d0f1fcd8b2ed02dfd9cb0f,"VR(가상현실)에 대한 인식	 경험	 체험요소가 교육적용기대감에 미치는 영향: 뷰티관련학과 재학생	 뷰티교육전문가	 뷰티산업종사자 비교 연구","https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf257&query=VR(가상현실)에 대한 인식	 경험	 체험요소가 교육적용기대감에 미치는 영향: 뷰티관련학과 재학생	 뷰티교육전문가	 뷰티산업종사자 비교 연구",N,N,
68d0f1fcd8b2ed02dfd9c322,성인 생체 간이식을 위한 공여자 우간절제술 후 수술결과 및 합병증 : 245예의 단일 기관 경험,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf258&query=성인 생체 간이식을 위한 공여자 우간절제술 후 수술결과 및 합병증 : 245예의 단일 기관 경험,N,N,
68d0f1fcd8b2ed02dfd9c450,신생아 경련으로 진단된 극소 저출생 체중아에서 경련 점수 체계와 신경학적 예후,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf259&query=신생아 경련으로 진단된 극소 저출생 체중아에서 경련 점수 체계와 신경학적 예후,N,N,
68d0f1fdd8b2ed02dfd9cbdc,창업교육의 학습역량요소가 창업효능감과 창업의지에 미치는 영향: 청년예비창업자를 중심으로,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf265&query=창업교육의 학습역량요소가 창업효능감과 창업의지에 미치는 영향: 청년예비창업자를 중심으로,N,N,
68d0f1fdd8b2ed02dfd9d634,발달장애인 지원 정책과 개선 방향,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf266&query=발달장애인 지원 정책과 개선 방향,N,N,
